source,section,text
ics_pg,ics_pg_block_4,"The normal semester load for a part-time student is equivalent of 18 credits. For a well-merited case, the SPGC may permit a student to register for a maximum of 36 credits and a minimum of 17 credits during a regular semester."
ics_pg,ics_pg_block_5,"A student in the external registration program when registering for thesis research, to be carried out at his/her organization can register for a maximum of 27 credits or a minimum of 9 credits during the regular semester."
ics_pg,ics_pg_block_6,"In the summer term, a student is required to register for up to a maximum of half of their normal semester load. Click here for Program-wise Credit Requirements and Recommended Duration of Stay."
ics_pg,ics_pg_block_7,"satisfy all the requirements specified by the concerned department, if any,"
ics_pg,ics_pg_block_8,"satisfy all the requirements specified by the Senate and the Ordinances, have no pending case(s) of indiscipline."
ics_pg,ics_pg_block_9,"A student can add/drop any course he/she has registered for with the permission of the instructor of the course and the Convener, DPGC. The last dates of applying for adding and dropping of courses are specified in the academic calendar. No adding or dropping of courses is permitted in the summer term. A student may be required to drop a course at any stage in case of time-table clash or if the student does not fulfil the pre-requisites for that particular course. A student may withdraw from a maximum of one course, four weeks prior to the end semester exam with consent of the instructor in-charge on the recommendation of the DPGC and approval of the SPGC. However, the reduced load cannot be less than the minimum semester load."
ics_pg,ics_pg_block_10,An M.Tech/M.Des student can apply for change of program to Ph.D. in the beginning of the second / third / fourth / fifth semester. The application with the recommendation of DPGC and approval of SPGC has to be submitted at least one month before the start of the semester.
ics_pg,ics_pg_block_11,"The terminology of the above timeline is: Comprehensive Examination The comprehensive examination tests your overall understanding of various courses. It is generally oral and maybe supplemented by a written test. You re required to pass it after the completion of the course work to become eligible to start your research work. You ll be judged by a panel of professors which may or may not be from your department. SOTA After the completion of your comprehensive exam, you have to do a thorough research over your intended area of study for thesis and present your stipulated targets in SOTA. Note that these targets may get modified over the course of time. Open Seminar Before finalizing your thesis, you ve to give an open seminar to faculty and students. The purpose of this seminar is to get comments and suggestions over your research work which can then be incorporated in your final thesis. Oral Examination (Defense) - You re required to give your oral examination to your Oral board which would have your thesis copy in hand. The examination is in the form of a presentation followed by a question answer session."
ics_pg,ics_pg_block_12,"IIT Kanpur is a residential Institute decorated with various halls of residence, each with its own specification and facilities. Boys Hostel: Hall 1 (UG)- https://www.iitk.ac.in/hall1/ Hall 2 (UG & PG)- https://www.iitk.ac.in/hall2/ Hall 3 (UG & PG)- https://www.iitk.ac.in/hall3/ Hall 5 (UG & PG)- https://www.iitk.ac.in/hall5/ Hall 7 (PG)- https://www.iitk.ac.in/hall7/ Hall 8 - https://www.iitk.ac.in/hall8/ Hall 9 (UG)- https://www.iitk.ac.in/hall9/ Hall 10 (PG)- https://www.iitk.ac.in/hall10/ Hall 11 (PG)- https://www.iitk.ac.in/hall11/ Hall 12 (UG & PG)- https://www.iitk.ac.in/hall12/ Hall 13 (UG)- https://www.iitk.ac.in/hall13/ Girls Hostel: Hall 4 - http://www.iitk.ac.in/hall4/ GH 1 - http://www.iitk.ac.in/gh/ GH Tower (GH 2)/ Hall 6 - http://www.iitk.ac.in/gh-2/ Partial occupancy in RA Tower/SBRA"
ics_pg,ics_pg_block_13,GH Tower (GH 2)/ Hall 6 - http://www.iitk.ac.in/gh-2/
ics_pg,ics_pg_block_14,"IIT Kanpur is a residential Institute and, therefore, every registered student shall reside in a room assigned to him in one of the Halls of Residences. In exceptional cases, the Director may permit a student to reside with his or her parent/local guardian. Such students shall, however, pay full seat rent and such other dues as may be prescribed from time to time. Part time students are not eligible for accommodation in the Halls of Residences. Each Hall of Residence shall have a Hall Executive Committee (HEC). The constitution of the HEC and its functions shall be as decided by the Senate. Every resident shall be responsible for his belongings including the items provided by their respective halls and responsible for any damage. Every resident must pay the mess bill by the due date, announced by the Warden. Failure to deposit the dues in time may result in fine or such other penalty as the Warden may deem fit. Even the registration of a student may be cancelled in case of failure to clear the mess dues within 30 days of the due date. Residents shall respect the right of each individual to express his/her ideas, pursue his/her interests and follow the style of life most meaningful to him/her. However party based political campaigning is prohibited. Visitors of the opposite sex are strictly prohibited to enter the residential blocks of the Halls during 00:00 to 06:00 hours. Use of liquor, drugs, or any other intoxicants in the Hall premises is strictly prohibited."
ics_pg,ics_pg_block_15,"IIT Kanpur is a residential Institute and, therefore, every registered student shall reside in a room assigned to him in one of the Halls of Residences. In exceptional cases, the Director may permit a student to reside with his or her parent/local guardian. Such students shall, however, pay full seat rent and such other dues as may be prescribed from time to time. Part time students are not eligible for accommodation in the Halls of Residences."
ics_pg,ics_pg_block_16,"IIT Kanpur is a residential Institute and, therefore, every registered student shall reside in a room assigned to him in one of the Halls of Residences. In exceptional cases, the Director may permit a student to reside with his or her parent/local guardian. Such students shall, however, pay full seat rent and such other dues as may be prescribed from time to time. Part time students are not eligible for accommodation in the Halls of Residences."
ics_pg,ics_pg_block_17,Each Hall of Residence shall have a Hall Executive Committee (HEC). The constitution of the HEC and its functions shall be as decided by the Senate.
ics_pg,ics_pg_block_18,Each Hall of Residence shall have a Hall Executive Committee (HEC). The constitution of the HEC and its functions shall be as decided by the Senate.
ics_pg,ics_pg_block_19,Every resident shall be responsible for his belongings including the items provided by their respective halls and responsible for any damage.
ics_pg,ics_pg_block_20,Every resident shall be responsible for his belongings including the items provided by their respective halls and responsible for any damage.
ics_pg,ics_pg_block_21,"Every resident must pay the mess bill by the due date, announced by the Warden. Failure to deposit the dues in time may result in fine or such other penalty as the Warden may deem fit. Even the registration of a student may be cancelled in case of failure to clear the mess dues within 30 days of the due date."
ics_pg,ics_pg_block_22,"Every resident must pay the mess bill by the due date, announced by the Warden. Failure to deposit the dues in time may result in fine or such other penalty as the Warden may deem fit. Even the registration of a student may be cancelled in case of failure to clear the mess dues within 30 days of the due date."
ics_pg,ics_pg_block_23,"Residents shall respect the right of each individual to express his/her ideas, pursue his/her interests and follow the style of life most meaningful to him/her. However party based political campaigning is prohibited."
ics_pg,ics_pg_block_24,"Residents shall respect the right of each individual to express his/her ideas, pursue his/her interests and follow the style of life most meaningful to him/her. However party based political campaigning is prohibited."
ics_pg,ics_pg_block_25,Visitors of the opposite sex are strictly prohibited to enter the residential blocks of the Halls during 00:00 to 06:00 hours.
ics_pg,ics_pg_block_26,Visitors of the opposite sex are strictly prohibited to enter the residential blocks of the Halls during 00:00 to 06:00 hours.
ics_pg,ics_pg_block_27,"Use of liquor, drugs, or any other intoxicants in the Hall premises is strictly prohibited."
ics_pg,ics_pg_block_28,"Use of liquor, drugs, or any other intoxicants in the Hall premises is strictly prohibited."
ics_pg,ics_pg_block_29,Mess rebate rules vary from hall to hall plying to fulfillment of the conditions laid by different halls. Students can get rebate in mess bill by filling the mess rebate form and submitting a copy of the leave application form to the mess before going for leave.
ics_pg,ics_pg_block_30,Students may be granted leave by writing an application to the Head of the Department. Leaves are sanctioned by the SPGC on the recommendation of the DPGC. Applications must be submitted well in advance of the date of commencement of the leave requested. Leave for a period longer than that specified in the form will lead to loss of financial assistantship for the extended period.
ics_pg,ics_pg_block_31,"A PG student can apply for the following forms of leave: 1) Personal Leave and Casual Leave A total of 30 days of personal leave can be taken, with a maximum of 10 days at stretch. However, this 10 day cap will not be enforced when semesters are not in progress. In addition, a student may be allowed casual leave for up to 6 days per semester during regular semester and 4 days during summer term. Casual leaves cannot be carried over. 2) Medical Leave Leave on medical ground, duly supported by a medical certificate, may be granted to a student for up to 8 days per semester and 4 days during summer term. Leave days that are not availed may be carried over to the next semester for up to a maximum of 8 days during a regular semester and 4 days during the summer term. However, at a stretch, the medical leave cannot exceed 15 days during a regular semester and 8 days during the summer term. 3) Maternity Leave A female student may be granted maternity leave for a maximum of 3 months. Leave of up to 6 weeks can also be granted for miscarriage including medical termination of pregnancy, if supported by a proper medical certificate. Such leave can be combined with any other leave and will not entail any loss of financial assistantship. 4) Semester Leave Semester leave for up to a maximum of two semesters and a summer term for M.Tech. or Ph.D. students may be sanctioned for bonafide reasons. Except for medical reasons, such leave would not normally be sanctioned before a student has completed his/her course work and comprehensive examination (if applicable) and in no case before the student has spent two semesters and a summer term in the programme. However, on medical considerations such leave may be sanctioned after his/her stay of one semester. Leave for more than one semester at a time will not be granted."
ics_pg,ics_pg_block_32,"A. You can apply for admission in all the PG programs in/around April-May for the odd semester. In M.Tech./M.Des./Ph.D. programs, you can as well apply for the even semester in/around November/December. Additionally, there is provision of admission throughout the academic year for the Ph.D. program."
ics_pg,ics_pg_block_33,"A. Yes, you can register on the day of late registration by paying the required late fees."
ics_pg,ics_pg_block_34,A. Anybody can request remedial classes for his/her registered course. Even a single student can approach.
ics_pg,ics_pg_block_35,A. One can contact any Counselling service PG Core Team Member for remedial classes. Click here for team link.
ics_pg,ics_pg_block_36,"A. Yes, IITK offers travel support to PG students who present research papers or posters in Indian or International conferences. The travel grant depends upon the continent of visit: upto Rs. 70,000 for North and South American continents, Rs. 60,000 for Europe and Rs. 50,000 for Asia. You can also avail grants of upto Rs. 20,000 from DOSA and the respective departments. For more details, visit the following link: http://www.iitk.ac.in/drpg/file/International_Travel_Support_guidelines.pdf"
ics_pg,ics_pg_block_37,A. A PhD student is provided financial assistantship for a period of upto five years.
ics_pg,ics_pg_block_38,A. An M.Tech/M.Des is provided financial assistantship for a period of twenty-two months.
ics_pg,ics_pg_block_39,"A. Each course has a continuous evaluation system which may include examinations, quizzes, assignments, term projects, presentations, class interaction and attendance."
ics_pg,ics_pg_block_40,"A. Yes, you can attend the lectures of any course by formally informing the respective course instructor. This is known formally as auditing the course ."
ics_pg,ics_pg_block_41,"A. Yes, you can repeat a course in which you have received a D grade if your CPI is lower than the prescribed minimum CPI. You can also do so for a maximum of one course, even if your CPI is not below prescribed minimum, if it doesn t lead to an increment in the semester load. The old grade will appear on the transcript, but will not be used to compute the CPI/SPI."
ics_pg,ics_pg_block_42,"A. Yes, you can take a maximum of 45 credits and a minimum of 26 credits during the semester."
ics_pg,ics_pg_block_43,"A. No, adding or dropping of courses is not allowed in the summer term. However, you can withdraw."
ics_pg,ics_pg_block_44,"A. Yes, there is a provision for selecting a main supervisor along with a co-supervisor. The co-supervisor can be from outside the institute in exceptional cases on the recommendation of the DPGC and the SPGC and approval of the Chairman, Senate."
ics_pg,ics_pg_block_45,"A. No, you have to finish your course work and meet the minimum prescribed CPI requirement to be able to give your comprehensive exam."
ics_pg,ics_pg_block_46,"A. Yes, a student can appear for the comprehensive examination for a maximum of two times."
ics_pg,ics_pg_block_47,A. The SOTA Seminar must be given within six months of passing the comprehensive examination.
ics_pg,ics_pg_block_48,"A. Yes, if you wish to discontinue your Ph.D., you can still exit with an M.Tech. degree after completing a minimum of 2.5years in the program. You should have completed all the requirements of the M.Tech. degree (including a thesis)."
ics_pg,ics_pg_block_49,"A. The maximum time duration is six months. In exceptional circumstances, the students may seek an extension up to three months with proper justification."
ics_pg,ics_pg_block_50,"A. Semester leave for up to a maximum of two semesters and a summer term for M.Tech., Ph.D. students may be sanctioned. You should have completed your course work and comprehensive examination (if applicable). Also you should have at least spent two semesters and a summer term in the programme."
ics_pg,ics_pg_block_51,"A. Absence without sanctioned leave will entail loss of financial assistantship for the period of absence, and may result in the termination of your programme on the recommendation of the DPGC and approval of SPGC."
ics_pg,ics_pg_block_52,Interested students can read about the responsibility distribution here : https://docs.google.com/document/d/1TQDTBh2vPRdIoL78bSSTUT72PG3-K-WwHPjQQU_2TIY/edit?usp=sharing
vox_gns,vox_gns_block_1,"As We Leave #31: Change is the only constant, Embrace it, don t differentiate it ;)"
vox_gns,vox_gns_block_2,"Waking up at 6 on weekdays and rushing to the sports grounds for the early morning PE101 classes, the introduction to the Games and Sports facilities at IIT Kanpur is one of the most prominent talking points in the usual offline semester. Since its inception, IITK has been an acclaimed institute for its wide-ranging sports facilities and because of the inculcation of the culture of participating in various sporting events for the students. The vast plethora of games and sports played on campus encompasses almost every outdoor and indoor game played across the globe."
vox_gns,vox_gns_block_3,"One of the important aspects of IITK that the freshers have missed out on in the online semester is the PE101 course. A subtle feature of the PE101 course was the Compulsory Physical Activity CPA. With trials for different sports in the first week, students join a sport and pursue the same for their first year. The advent of the CPA over the years at IITK saw a blooming sporting culture, with students joining sports as inexperienced freshers and graduating from the institute as one of the most accomplished sportspersons the campus has ever witnessed."
vox_gns,vox_gns_block_4,"The Main Sports Stadium, home to the cricket ground and the athletics stadiums is the first place where the incoming students realize the scale of the sporting facilities at IITK. The ground, home to one of the finest facilities for cricket, has seen the stands filled with crowds and a number of nail-biting finishes. The stadium also witnesses the thrill of the athletics events with students participating in running, throwing, and jumping events. The Main Sports Stadium is also home to the taekwondo maestros practicing their skills and with classes for every member of the campus community."
vox_gns,vox_gns_block_5,"Adjacent to the main stadium is the basketball, volleyball and tennis courts. With crowds rushing to the stands and cheering for their teams, and chanting anthems and slogans, the atmosphere in the courts is something that has brought the sense of belonging to IITK to numerous students. Accompanying the basketball and volleyball courts is the Old Student Activity Centre (Old SAC). The old-school environment at the Old SAC takes you to the times which laid the foundation of the Games and Sports facilities at IITK. Even though the Old SAC has evolved several-fold over the years, the place gives you a first-hand experience of how seriously sports are taken at IITK. Home to the gym and the weightlifting room, the sanctum also hosts the Squash and Badminton courts. With the skating rink right next to the Old SAC, the sporting facilities at the center of the campus span numerous sporting activities and are bound to be the favourite place on campus for several students."
vox_gns,vox_gns_block_6,"While a number of sports are played out in the open sun, many are played under a roof with the most magnificent of facilities. Host to the wooden basketball court, state-of-the-art badminton courts, and a number of table tennis courts as well, the New SAC is a marvel of the sporting culture at IITK. Also, the New SAC is home to an air-conditioned gym! The New SAC is also the place that has the wall climbing facility at IITK!"
vox_gns,vox_gns_block_7,"Walking out of the New SAC, one is often left gawking at the massive hockey and football grounds at IITK. Witnessing several competitive games, the grounds have grown to become the home to the institute s budding sportspersons. Any account of the sporting facilities at IITK would be incomplete without the Olympic-size swimming pool and water sports being played at the pool, such as water polo. The swimming facilities at IITK have been crucial in bringing laurels to IITK in inter-college and national sporting events."
vox_gns,vox_gns_block_8,"Apart from all the above facilities, the Games and Sports Council also act as an umbrella to numerous societies and clubs, including the chess club, the boxing club, the shooting club, the bicycling society, and the card and board games society. With the aim of helping students explore their interests and develop new hobbies, these clubs organize various events and workshops throughout the year and encourage the campus community to take part in the same."
vox_gns,vox_gns_block_9,"The Games and Sports Council is one of the integral elements of IITK. From providing the students each and every facility to pursue their sporting interest to making the institute proud with their performances in the Inter IITs and other events, the council plays a pivotal role in keeping up the sporting culture on campus. The council ensures that all the sports have coaches to help students refine their technique, and the students are never short of opportunities to excel in the sport of their preference. Promoting the sports spirit and inculcating the culture of being healthy and fit, GnS is the reason that every student gets the opportunity to play and express themself on the playground."
vox_gns,vox_gns_block_10,"Vox Populi is the student media body of IIT Kanpur. We aim to be the voice of the campus community and act as a bridge between faculty, students, alumni, and other stakeholders of IIT Kanpur."
vox_gns,vox_gns_block_11,"As We Leave #31: Change is the only constant, Embrace it, don t differentiate it ;)"
vox_gns,vox_gns_block_12,Vaccination drive at IITK In conversation with Dr. Mamta Vyas
vox_gns,vox_gns_block_13,Your email address will not be published. Required fields are marked *
vox_mnc,vox_mnc_block_1,"As We Leave #31: Change is the only constant, Embrace it, don t differentiate it ;)"
vox_mnc,vox_mnc_block_2,"After undergoing the rigorous preparation of a 2-year long journey, we are sure you must be tired. But fear not, cause there is more to look forward to."
vox_mnc,vox_mnc_block_3,"IIT Kanpur s Media and Cultural Council (MnC) has a basket full of new activities to offer! Amidst the student junta, MnC plays one of the most exciting and involving roles. Offering a wide spectrum of clubs and societies, MnC brings you a myriad of opportunities so that you can explore your long lost talents, or maybe even pick up a new one. Under the hoods of these clubs and societies, you ll get the chance to interact with talented and passion-driven people who will guide you and help you excel in whichever field you choose to; all you do need is a pinch of enthu ! ; )"
vox_mnc,vox_mnc_block_4,"Furthermore, amid a hectic semester, you ll always find yourself stumbling across a new activity or an event organized by the clubs of MnC! Whether it be music, dance, or poetry, you could choose to be an integral part of a club and live through the exciting times with peers as excited and prepared for an event as you will be, or you could always grab a hot chocolate from mama-mio, and enjoy the show! Either way, it ll be a stress-reliever, and perhaps, will help make your night a tad bit better."
vox_mnc,vox_mnc_block_5,"The Media and Cultural Council comprises several clubs and societies, offering you a plethora of opportunities to exhibit your interests. So here we are with an enumerated list of all the cultural verticals you can explore:"
vox_mnc,vox_mnc_block_6,"Books, beanbags, recommendations, reviews, takeaways, and a plethora of other fun stuff: reading and discovering magic in books is what we re all about. Need to find a buddy to listen to your late-night rant about the book you just finished? Or want a community to actually get your obsession over the smell of new books (and puppies and 18th-century Japanese kettles and Greek Gods)? We are here because we like to think you can find a book about literally anything! Tune into Book Club to lose yourself in a labyrinth of exciting adventures for your imagination!"
vox_mnc,vox_mnc_block_7,"Music Club is your central repertoire of all genres of music ranging from Indian and Carnatic Classical to Metal to Funk to Jazz to Fusion! We are here to hone your musical skills and give wings to your interest by handpicking diverse sets of music from albums and compositions by great bands and artists from all around! We devote great efforts to learning through jammin and work on composing songwriting, and production skills. We also organize biannual Flagship Events Musical Extravaganza with a diverse setlist of great songs and also Acoustic Night on a January winter evening by the bonfire, where the campus community gathers to see us perform some of the best chilled and melodic acoustic covers and some of our own Original Compositions. We assure you that your association with the club will surely mould your musical aspirations and turn them into a successful reality!"
vox_mnc,vox_mnc_block_8,"The Fine arts club is the ultimate destination to all your imagination and fantasies and a place to nourish and nurture the budding artists in our campus. The doors are open for anyone, anytime & club filled with everything you need! Just come, sit, and draw your heart out. Starting from Freshers Speed Art, (yes you read it right ! Freshers do put up a speed art performance every year) and Wall Painting, to Antaragni Exhibition and Cult Meet, from the ultimate Competitive vibes we have during Galaxy to the most prestigious event of our club ArtFest, from drawing in groups with paint all over the room & music all over your ears, to the friends that become your family and the club that becomes your HOME. With several workshops and competitions spread throughout the year, to our latest Art Appreciation Series and Online Tutorial Playlists, the club is the perfect harbor for anyone interested in fine arts."
vox_mnc,vox_mnc_block_9,"The Hindi Sahitya Sabha is a body primarily dedicated to foster Hindi literature on the campus. Apart from working in the field of oration and literature, at the Hindi Sahitya Sabha we also work on Nirvaak - the campus viewspaper, voicing the unspoken critical issues of the campus junta. We conduct several events and workshops on literary writing coupled with literary discussions on contemporary issues and fun activities like mayajaal and several others! We take part in the Inter-IIT Cultural Meet and other cultural fests. We also try to initiate new literary activities through proper workshops on campus, one of them being the standardized Hindi Parliamentary Debating. Presently, the club is working on projects of Podcast, Puran Manthan, letter translation, and many more. There exists no prerequisite for joining the Hindi Sahitya Sabha apart from love and appreciation for Hindi language and literature! Your enthusiasm and passion are all we stand in need of."
vox_mnc,vox_mnc_block_10,"It s not just about flaunting around DSLRs and unrestricted access to festival events, wink wink! We conduct some of the coolest workshops and exhibitions in the campus. Seniors would tell you that we re best known for our photo walks in and out of Kanpur, like the one in summer to locations like Nainital and Banaras. We love organising interesting competitions for the campus junta and participating in the Inter IIT events every year. The club also has an awesome studio in the FMC room, can t wait for you all to take a look once you re back!"
vox_mnc,vox_mnc_block_11,"The English Literary Society is a group of people who are bonded mainly but not exclusively, by their love for the English language and literature. The club s environment comprises discussions set in the world of literature and pop-culture. It provides a space where one is free to talk about the most bizarre ideas and curiosities, and a platform to explore and improve writing, and performance skills needed for open mics. ELS IIT Kanpur stood 1st overall at the Inter IIT Cultural Meet 2019 in relevant events. This reflects their strength in exhilarating events like Word Games and Just-A-Minute."
vox_mnc,vox_mnc_block_12,"Students opinion society is a club that tries to create a valuable perspective about different events occurring around the globe via discussion sessions, seminars with policymakers and other relevant people, events for Campus Junta and many more. We explore current stories in international news, economic, finance, and geopolitics. In this time of lockdown too, we had organized a series of sessions called UPSC Talks which turned out to be very motivating for aspirants among Campus Junta. Our most recent events were, Indian Governance Summit , Public Policy webinars, and a National-level policy making competition."
vox_mnc,vox_mnc_block_13,"Student Film Society holds several screenings of movies and sports events around the year. It is about appreciating the intricacies of cinematography and collectively analyzing masterpieces of cinema. Not only this, we discuss movies extensively and are anytime up with a bunch of movie recommendations! We also organize film galas, where highly acclaimed films from around the globe are screened and talked through."
vox_mnc,vox_mnc_block_14,"Others have seen what is and asked why. I have seen what could be and asked why not. ~ Pablo Picasso We here at the Design and Animation club harbor the thriving spirit of making our imagination come true. Will-o -the wisps racing across the Ganges? The starry sky adorning the IITK backdrop? A psychedelic outer space? Or your crush morphing into your MTH101 exam? Well, we are here to bring these to life(digitally)! Animations, ui/ux design, designing anything and everything from posters, portraits, landscapes, or even 3D modeling? You are at the right place. And the best part? We start from scratch (do not forget to bring your as weird as possible aesthetic sense along). Welcome Y20!"
vox_mnc,vox_mnc_block_15,"What started a few years ago as some people just getting together and doing what they love, has been rapidly growing and continues to do so as the Debate and Discussion Society of IIT Kanpur. Currently, we organize events on campus such as Novice Debating League (the latest edition of which was held online amidst the lockdown), discussion sessions. We also represented the college in various debating tournaments across the country such as SRCC Delhi, NUJS Kolkata, IIT Bombay, and internationally like Australs, Up Over, DSDC among others. Being an excellent or experienced debater is not a prerequisite, all we re looking for is interest and commitment on your part, and in time you ll find yourself on the podium, competing against the best speakers in the country from Law, Engineering, and all backgrounds in between."
vox_mnc,vox_mnc_block_16,"With the philosophy Love the art in yourself and not yourself in the art , the art form of dance is a synonym of expression of life and after coming here to IITK, the expression is pure fun and learning. KOS, the dance club of IIT Kanpur provides you ample opportunity to explore your interest in dancing. Right from the very first event, we help you out in nurturing your interests in this genre of the cult. With ranges of dance from Bollywood, Kathak, Bhangra to Hip-Hop, Krump, KOS tries to convey each emotion with dancing. One of our biggest achievements was to become the Dance Champions of Cult Meet 4.0 after a cut-throat competition. It was only possible through all the efforts the team put in and the love the supporters gave. KOS participates in many such competitions, conducts various workshops and entertains you with a wide range of events. So, Welcome aboard!"
vox_mnc,vox_mnc_block_17,"In a nutshell, Anime Society(AniSoc in short) is a group of anime and manga enthusiasts. If you think chilling out with friends at the OAT while watching some show on the big screen, discussing your favorite shows with your peers, quizzing to showcase your anime/manga knowledge sound fun, then you re in luck, as this is exactly what AniSoc is for! The members love to talk and hear about characters and plots enjoyed(or sometimes, hated) by each other, enjoy sharing amazing artwork, or even jamming to anime music. In short, if you enjoy anime and/or manga, or are interested in trying them out, you re welcome to join the family!"
vox_mnc,vox_mnc_block_18,Filmmaking is a chance to live many lifetimes.
vox_mnc,vox_mnc_block_19,"The subtle science of filmmaking is not achievable without prolific imagination and a zeal of passion. We at Film Club, IIT Kanpur provide a boat to the islands of this art. We tunnel the club s functioning and activities through various events. Cinematography, Screenwriting, Casting, Shooting, Sound recording, Production, and Editing are the aspects that are thoroughly studied during the club s overall walkthrough. Film Club takes interest in a variety of work ranging from short films, skits, sketches to documentaries, including the making of the Orientation video, the Freshers Introduction video, the Freshers Attempt videos in filmmaking as well as the Batch video of the graduating batch. We also take part in competitions all over India through various Fests and Events and try to learn from the attributes lying within the tasks. Keeping the hotshot works apart, the primary aim for us as a club is to penetrate into the hearts of ingenious minds that can carry on the torch of glory riding upon the path laid by the Film Club over the years!"
vox_mnc,vox_mnc_block_20,"Humour House stands as the official hobby group under the MnC council. With several events like Pun battles, Roasts, Improv battles and Stand-up in place, the club aims to provide a platform to the people aspiring to showcase their skills or involve in funny, entertaining and witty discussions on several engaging topics."
vox_mnc,vox_mnc_block_21,"So far, we gave you a clear overview of the structure of the council. But there remains more to know. The council also curates multiple engaging events all around the year, entailing significant participation from the campus junta! This includes Extravaganzas, competitions, and other club-specific events."
vox_mnc,vox_mnc_block_22,"It primarily starts with Freshers Night, which stands out as one of the most anticipated events in the first year. And after strenuous years of the JEE turmoil, the excitement is apparent. The eve is full of events of Dance, Drama, Music, Arts, Literature, Fashion, Film and many more! This allows you to explore their interests, revive some long lost hobbies and showcase your talents. Besides the events galore, the eve is an opportune time to acquaint with other batchmates. Given the hard times this year, even the virtual freshers is all set to enthrall you with various interactive events and activities!"
vox_mnc,vox_mnc_block_23,"Freshers Treasure Hunt is a team event wherein, as the name suggests, you hunt for treasures! The game begins with Scavenger hunt where you and your teammates rummage to find the listed things all through the campus. The qualifying teams then proceed to brainstorm over some bizarre riddles and brain teasers to divulge to a location, anywhere on campus. If you decipher and make through all the cues to plunge into the final place at the earliest, your team wins!"
vox_mnc,vox_mnc_block_24,"The treasure hunt is collectively organized by the English Literary Society, Hindi Sahitya Sabha, and Quiz Club. The event is one thrill ride and an unforgettable night of solving perplexing problems, misleading other teams to make way for your own, cycling from one place to another and possibly end up at wrong locations to finally finishing up early morning after a relentless tussle."
vox_mnc,vox_mnc_block_25,"The Inter IIT Cult Meet holds several competitions on cultural fronts and stands out as a platform to present your artistic skills in fun-laden events laced with competitive interplay! Conducted around December every year, it witnesses participation from students all across IITs."
vox_mnc,vox_mnc_block_26,"One of the IITs thus clinches the overall championship, followed by the runner-up contingents. IIT Kanpur hosted the Meet in December 2017 and has, till date secured leading positions in several events every year."
vox_mnc,vox_mnc_block_27,"Montage is the annual Film, photography, literary, and Arts Festival of IITK celebrated to appreciate the diverse aspects of art be it our cinematic heritage or literary portfolios. The fest covers the screening of multiple movies from regional to international classics. There are dialogues with some esteemed personalities to give better perspectives and insights into the cinematic aspect of media. Montage is all about celebrating art and introducing you to a whole new diverse world of cinema, art, and literature!"
vox_mnc,vox_mnc_block_28,"Impressions is the cultural festival of the Post Graduate students on campus. Marked by an exclusive series of events on all fronts, the fest is an exciting experience to count for. The events covered range from dance and drama performances, art display, musical nights to interesting photography contests. The Prom Night is also a major captivation of the festival and witnessed a huge turnout from the campus community! The entire event is a revitalizing time of the year for the postgraduates."
vox_mnc,vox_mnc_block_29,The council organizes workshops during the summer break or in or after the semester to facilitate learning under the clubs. These are open to all the ones excited to learn and require no prior experience or knowledge. These can also be leveraged by the staff members of the off-campus community. A special batch for kids or the non-student community is also set up but requires a minor workshop fee. The conduction schedule and division keep in mind participants convenience and preferences. It is hence an excellent opportunity to learn and explore one s interests in specific cultural fields.
vox_mnc,vox_mnc_block_30,"So, if you find yourself cocooned at your homeplace, fretting with utterly no college ambiance around, the council is here to make that monotonous life a little exciting. If not, it can at least try to give you a kaleidoscopic view of what seems to be absolute monochromic and dull? After all, these years are all about exploring, learning, and living!"
vox_mnc,vox_mnc_block_31,"Writing Credits: Aaryan Mehar, Namgyal Lhamo Dolma, Astha Pant"
vox_mnc,vox_mnc_block_32,"Vox Populi is the student media body of IIT Kanpur. We aim to be the voice of the campus community and act as a bridge between faculty, students, alumni, and other stakeholders of IIT Kanpur."
vox_mnc,vox_mnc_block_33,"As We Leave #31: Change is the only constant, Embrace it, don t differentiate it ;)"
vox_mnc,vox_mnc_block_34,Your email address will not be published. Required fields are marked *
vox_sntech,vox_sntech_block_1,"As We Leave #31: Change is the only constant, Embrace it, don t differentiate it ;)"
vox_sntech,vox_sntech_block_2,"By this far in our series, you do already know that AnC council exists to provide you with guidance and support in exploring different dimensions of academics. However, if that s not something that excites you and your aspirations lie in ideation and building creative solutions through technology, our next council might be just for you."
vox_sntech,vox_sntech_block_3,"My first interaction with SnT came during SnT foyer in orientation. Several cool projects on display like rovers and even a race car, and I quickly decided to attend all the introductory sessions. Although the projects we made were actually simple, building my own project and coding, felt really intriguing. I took a small break from the clubs due to acads, but when Takneek was organized, I participated in it, and it was an experience I would never forget. I went on and took part in Summer Camp by SnT, where I made a replica of the model that won us the Inter-IIT Gold!"
vox_sntech,vox_sntech_block_4,"Most of you would have been fascinated after seeing IIT life after 3 Idiots. While the acads are more theoretical-based and even labs sometimes tend to be restrictive, projects conducted by various clubs and teams are fun and directly touch ground-reality. We work on real-life problem statements and create industry-ready solutions for them. You can implement crazy ideas that come to your mind and be the Phunsukh Wangdu."
vox_sntech,vox_sntech_block_5,"Another stand-out point of SnT is that you meet with several people well-versed in different fields and many who are new and filled with energy to learn and try new things. You even get more career opportunities as associated companies sometimes hire a project they like. If you are interested in research, then the respective club would give you the best exposure. The group you make keeps you constantly updated with new developments and multiply the brainstorming. And of course, there is no other experience than representing your institute at national and international levels."
